Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
15,2010-08-27,6507,2885,0,0,0,0,0,132.6932258,8.099,FALSO
16,2010-08-27,6566,2731,0,0,0,0,0,190.3284922,6.868,FALSO
17,2010-08-27,6503,2854,0,0,0,0,0,126.0892903,6.697,FALSO
18,2010-08-27,6705,277,0,0,0,0,0,132.6932258,9.342,FALSO
19,2010-08-27,664,2885,0,0,0,0,0,132.6932258,8.099,FALSO
20,2010-08-27,7051,2755,0,0,0,0,0,204.7900305,7.527,FALSO
21,2010-08-27,862,2619,0,0,0,0,0,211.2241759,8.099,FALSO
22,2010-08-27,6899,277,0,0,0,0,0,136.557015,8.433,FALSO
23,2010-08-27,6325,277,0,0,0,0,0,132.6932258,5.326,FALSO
24,2010-08-27,67,2885,0,0,0,0,0,132.6932258,8.117,FALSO
25,2010-08-27,6715,2755,0,0,0,0,0,204.7900305,7.527,FALSO
26,2010-08-27,5723,277,0,0,0,0,0,132.6932258,8.445,FALSO
27,2010-08-27,7031,2885,0,0,0,0,0,136.557015,7.982,FALSO
28,2010-08-27,9319,3129,0,0,0,0,0,126.0892903,14.18,FALSO
29,2010-08-27,6899,277,0,0,0,0,0,132.6932258,10.409,FALSO
30,2010-08-27,862,2619,0,0,0,0,0,211.2241759,8.099,FALSO
31,2010-08-27,862,2619,0,0,0,0,0,211.2241759,8.099,FALSO
32,2010-08-27,7495,2731,0,0,0,0,0,190.3284922,9.017,FALSO
33,2010-08-27,94,3022,0,0,0,0,0,126.0892903,9.495,FALSO
34,2010-08-27,7287,2621,0,0,0,0,0,126.0892903,9.816,FALSO
35,2010-08-27,7031,2755,0,0,0,0,0,136.557015,8.861,FALSO
36,2010-08-27,8462,2562,0,0,0,0,0,210.3292106,8.36,FALSO
37,2010-08-27,8462,2619,0,0,0,0,0,210.3292106,8.36,FALSO
38,2010-08-27,9319,3129,0,0,0,0,0,126.0892903,14.18,FALSO
39,2010-08-27,8431,2619,0,0,0,0,0,210.3292106,8.36,FALSO
40,2010-08-27,6257,277,0,0,0,0,0,132.6932258,5.326,FALSO
41,2010-08-27,7059,2731,0,0,0,0,0,190.3284922,7.335,FALSO
42,2010-08-27,8499,3022,0,0,0,0,0,126.0892903,9.199,FALSO
43,2010-08-27,8032,2619,0,0,0,0,0,203.4799839,9.816,FALSO
44,2010-08-27,7531,2854,0,0,0,0,0,126.0892903,7.804,FALSO
45,2010-08-27,7136,2755,0,0,0,0,0,182.6104063,8.743,FALSO
1,2010-09-03,8121,2577,0,0,0,0,0,211.5312479,7.787,FALSO
2,2010-09-03,8183,2577,0,0,0,0,0,211.1886931,8.099,FALSO
3,2010-09-03,8416,2577,0,0,0,0,0,214.8481685,7.346,FALSO
4,2010-09-03,768,2584,0,0,0,0,0,126.1019355,7.372,FALSO
5,2010-09-03,8406,2577,0,0,0,0,0,212.0869176,6.496,FALSO
6,2010-09-03,8215,2577,0,0,0,0,0,213.0519222,6.973,FALSO
7,2010-09-03,4984,2773,0,0,0,0,0,190.3621607,9.017,FALSO
8,2010-09-03,7614,2577,0,0,0,0,0,214.894576,6.315,FALSO
9,2010-09-03,8247,2577,0,0,0,0,0,215.0779426,6.442,FALSO
10,2010-09-03,838,3087,0,0,0,0,0,126.1019355,9.199,FALSO
11,2010-09-03,8494,2577,0,0,0,0,0,214.8481685,7.346,FALSO
12,2010-09-03,8312,3087,0,0,0,0,0,126.1019355,14.18,FALSO
13,2010-09-03,6571,2868,0,0,0,0,0,126.1019355,7.951,FALSO
14,2010-09-03,7837,2715,0,0,0,0,0,182.6042922,8.743,FALSO
15,2010-09-03,7317,286,0,0,0,0,0,132.7248387,8.099,FALSO
16,2010-09-03,5802,2773,0,0,0,0,0,190.3621607,6.868,FALSO
17,2010-09-03,5786,2868,0,0,0,0,0,126.1019355,6.697,FALSO
18,2010-09-03,7542,2735,0,0,0,0,0,132.7248387,9.342,FALSO
19,2010-09-03,7469,286,0,0,0,0,0,132.7248387,8.099,FALSO
20,2010-09-03,755,2715,0,0,0,0,0,204.7583566,7.527,FALSO
21,2010-09-03,8257,2577,0,0,0,0,0,211.1886931,8.099,FALSO
22,2010-09-03,7585,2735,0,0,0,0,0,136.5891118,8.433,FALSO
23,2010-09-03,7291,2735,0,0,0,0,0,132.7248387,5.326,FALSO
24,2010-09-03,7352,286,0,0,0,0,0,132.7248387,8.117,FALSO
25,2010-09-03,7117,2715,0,0,0,0,0,204.7583566,7.527,FALSO
26,2010-09-03,6693,2735,0,0,0,0,0,132.7248387,8.445,FALSO
27,2010-09-03,7852,286,0,0,0,0,0,136.5891118,7.982,FALSO
28,2010-09-03,8312,3087,0,0,0,0,0,126.1019355,14.18,FALSO
29,2010-09-03,7585,2735,0,0,0,0,0,132.7248387,10.409,FALSO
30,2010-09-03,8257,2577,0,0,0,0,0,211.1886931,8.099,FALSO
31,2010-09-03,8257,2577,0,0,0,0,0,211.1886931,8.099,FALSO
32,2010-09-03,702,2773,0,0,0,0,0,190.3621607,9.017,FALSO
33,2010-09-03,9082,3087,0,0,0,0,0,126.1019355,9.495,FALSO
34,2010-09-03,7259,2584,0,0,0,0,0,126.1019355,9.816,FALSO
35,2010-09-03,7852,2715,0,0,0,0,0,136.5891118,8.861,FALSO
36,2010-09-03,8229,2533,0,0,0,0,0,210.2966631,8.36,FALSO
37,2010-09-03,8229,2577,0,0,0,0,0,210.2966631,8.36,FALSO
38,2010-09-03,8312,3087,0,0,0,0,0,126.1019355,14.18,FALSO
39,2010-09-03,8213,2577,0,0,0,0,0,210.2966631,8.36,FALSO
40,2010-09-03,7066,2735,0,0,0,0,0,132.7248387,5.326,FALSO
41,2010-09-03,6413,2773,0,0,0,0,0,190.3621607,7.335,FALSO
42,2010-09-03,838,3087,0,0,0,0,0,126.1019355,9.199,FALSO
43,2010-09-03,8043,2577,0,0,0,0,0,203.4507258,9.816,FALSO
44,2010-09-03,6571,2868,0,0,0,0,0,126.1019355,7.804,FALSO
45,2010-09-03,7837,2715,0,0,0,0,0,182.6042922,8.743,FALSO
1,2010-09-10,7869,2565,0,0,0,0,0,211.4951902,7.787,VERDADERO
2,2010-09-10,7909,2565,0,0,0,0,0,211.1532104,8.099,VERDADERO
3,2010-09-10,8084,2565,0,0,0,0,0,214.8065431,7.346,VERDADERO
4,2010-09-10,7354,2574,0,0,0,0,0,126.1145806,7.372,VERDADERO
5,2010-09-10,7986,2565,0,0,0,0,0,212.0499271,6.496,VERDADERO
6,2010-09-10,7878,2565,0,0,0,0,0,213.013312,6.973,VERDADERO
7,2010-09-10,485,278,0,0,0,0,0,190.3958293,9.017,VERDADERO
8,2010-09-10,7434,2565,0,0,0,0,0,214.8528728,6.315,VERDADERO
9,2010-09-10,777,2565,0,0,0,0,0,215.0359315,6.442,VERDADERO
10,2010-09-10,8404,2961,0,0,0,0,0,126.1145806,9.199,VERDADERO
11,2010-09-10,8193,2565,0,0,0,0,0,214.8065431,7.346,VERDADERO
12,2010-09-10,8363,3044,0,0,0,0,0,126.1145806,14.18,VERDADERO
13,2010-09-10,6574,287,0,0,0,0,0,126.1145806,7.951,VERDADERO
14,2010-09-10,7087,2699,0,0,0,0,0,182.598178,8.743,VERDADERO
15,2010-09-10,6236,2837,0,0,0,0,0,132.7564516,8.099,VERDADERO
16,2010-09-10,5724,278,0,0,0,0,0,190.3958293,6.868,VERDADERO
17,2010-09-10,5628,287,0,0,0,0,0,126.1145806,6.697,VERDADERO
18,2010-09-10,6709,2717,0,0,0,0,0,132.7564516,9.342,VERDADERO
19,2010-09-10,6336,2837,0,0,0,0,0,132.7564516,8.099,VERDADERO
20,2010-09-10,6502,2699,0,0,0,0,0,204.7266827,7.527,VERDADERO
21,2010-09-10,793,2565,0,0,0,0,0,211.1532104,8.099,VERDADERO
22,2010-09-10,686,2717,0,0,0,0,0,136.6212085,8.433,VERDADERO
23,2010-09-10,6321,2717,0,0,0,0,0,132.7564516,5.326,VERDADERO
24,2010-09-10,6711,2837,0,0,0,0,0,132.7564516,8.117,VERDADERO
25,2010-09-10,6114,2699,0,0,0,0,0,204.7266827,7.527,VERDADERO
26,2010-09-10,5482,2717,0,0,0,0,0,132.7564516,8.445,VERDADERO
27,2010-09-10,7038,2837,0,0,0,0,0,136.6212085,7.982,VERDADERO
28,2010-09-10,8363,3044,0,0,0,0,0,126.1145806,14.18,VERDADERO
29,2010-09-10,686,2717,0,0,0,0,0,132.7564516,10.409,VERDADERO
30,2010-09-10,793,2565,0,0,0,0,0,211.1532104,8.099,VERDADERO
31,2010-09-10,793,2565,0,0,0,0,0,211.1532104,8.099,VERDADERO
32,2010-09-10,6844,278,0,0,0,0,0,190.3958293,9.017,VERDADERO
33,2010-09-10,9177,2961,0,0,0,0,0,126.1145806,9.495,VERDADERO
34,2010-09-10,7261,2574,0,0,0,0,0,126.1145806,9.816,VERDADERO
35,2010-09-10,7038,2699,0,0,0,0,0,136.6212085,8.861,VERDADERO
36,2010-09-10,8058,2513,0,0,0,0,0,210.2641156,8.36,VERDADERO
37,2010-09-10,8058,2565,0,0,0,0,0,210.2641156,8.36,VERDADERO
38,2010-09-10,8363,3044,0,0,0,0,0,126.1145806,14.18,VERDADERO
39,2010-09-10,7994,2565,0,0,0,0,0,210.2641156,8.36,VERDADERO
40,2010-09-10,6275,2717,0,0,0,0,0,132.7564516,5.326,VERDADERO
41,2010-09-10,633,278,0,0,0,0,0,190.3958293,7.335,VERDADERO
42,2010-09-10,8404,2961,0,0,0,0,0,126.1145806,9.199,VERDADERO
43,2010-09-10,8132,2565,0,0,0,0,0,203.4214677,9.816,VERDADERO
44,2010-09-10,6574,287,0,0,0,0,0,126.1145806,7.804,VERDADERO
45,2010-09-10,7087,2699,0,0,0,0,0,182.598178,8.743,VERDADERO
1,2010-09-17,8211,2582,0,0,0,0,0,211.5224596,7.787,FALSO
2,2010-09-17,8205,2582,0,0,0,0,0,211.1806415,8.099,FALSO
3,2010-09-17,8236,2582,0,0,0,0,0,214.8322484,7.346,FALSO
4,2010-09-17,6491,2594,0,0,0,0,0,126.1454667,7.372,FALSO
5,2010-09-17,8228,2582,0,0,0,0,0,212.0769346,6.496,FALSO
6,2010-09-17,8178,2582,0,0,0,0,0,213.0398643,6.973,FALSO
7,2010-09-17,4856,28,0,0,0,0,0,190.4688287,9.017,FALSO
8,2010-09-17,7532,2582,0,0,0,0,0,214.8785562,6.315,FALSO
9,2010-09-17,8119,2582,0,0,0,0,0,215.0615285,6.442,FALSO
10,2010-09-17,8552,3028,0,0,0,0,0,126.1454667,9.199,FALSO
11,2010-09-17,8304,2582,0,0,0,0,0,214.8322484,7.346,FALSO
12,2010-09-17,8245,3028,0,0,0,0,0,126.1454667,14.18,FALSO
13,2010-09-17,6684,2875,0,0,0,0,0,126.1454667,7.951,FALSO
14,2010-09-17,6655,2706,0,0,0,0,0,182.622509,8.743,FALSO
15,2010-09-17,5794,2846,0,0,0,0,0,132.7670667,8.099,FALSO
16,2010-09-17,5655,28,0,0,0,0,0,190.4688287,6.868,FALSO
17,2010-09-17,5853,2875,0,0,0,0,0,126.1454667,6.697,FALSO
18,2010-09-17,6094,2716,0,0,0,0,0,132.7670667,9.342,FALSO
19,2010-09-17,5868,2846,0,0,0,0,0,132.7670667,8.099,FALSO
20,2010-09-17,6528,2706,0,0,0,0,0,204.7513279,7.527,FALSO
21,2010-09-17,8303,2582,0,0,0,0,0,211.1806415,8.099,FALSO
22,2010-09-17,6249,2716,0,0,0,0,0,136.6338071,8.433,FALSO
23,2010-09-17,553,2716,0,0,0,0,0,132.7670667,5.326,FALSO
24,2010-09-17,6031,2846,0,0,0,0,0,132.7670667,8.117,FALSO
25,2010-09-17,6013,2706,0,0,0,0,0,204.7513279,7.527,FALSO
26,2010-09-17,5008,2716,0,0,0,0,0,132.7670667,8.445,FALSO
27,2010-09-17,645,2846,0,0,0,0,0,136.6338071,7.982,FALSO
28,2010-09-17,8245,3028,0,0,0,0,0,126.1454667,14.18,FALSO
29,2010-09-17,6249,2716,0,0,0,0,0,132.7670667,10.409,FALSO
30,2010-09-17,8303,2582,0,0,0,0,0,211.1806415,8.099,FALSO
31,2010-09-17,8303,2582,0,0,0,0,0,211.1806415,8.099,FALSO
32,2010-09-17,6717,28,0,0,0,0,0,190.4688287,9.017,FALSO
33,2010-09-17,8943,3028,0,0,0,0,0,126.1454667,9.495,FALSO
34,2010-09-17,7071,2594,0,0,0,0,0,126.1454667,9.816,FALSO
35,2010-09-17,645,2706,0,0,0,0,0,136.6338071,8.861,FALSO
36,2010-09-17,821,255,0,0,0,0,0,210.2924504,8.36,FALSO
37,2010-09-17,821,2582,0,0,0,0,0,210.2924504,8.36,FALSO
38,2010-09-17,8245,3028,0,0,0,0,0,126.1454667,14.18,FALSO
39,2010-09-17,8183,2582,0,0,0,0,0,210.2924504,8.36,FALSO
40,2010-09-17,5534,2716,0,0,0,0,0,132.7670667,5.326,FALSO
41,2010-09-17,624,28,0,0,0,0,0,190.4688287,7.335,FALSO
42,2010-09-17,8552,3028,0,0,0,0,0,126.1454667,9.199,FALSO
43,2010-09-17,7886,2582,0,0,0,0,0,203.4499286,9.816,FALSO
44,2010-09-17,6684,2875,0,0,0,0,0,126.1454667,7.804,FALSO
45,2010-09-17,6655,2706,0,0,0,0,0,182.622509,8.743,FALSO
1,2010-09-24,8094,2624,0,0,0,0,0,211.5972246,7.787,FALSO
2,2010-09-24,8179,2624,0,0,0,0,0,211.2552578,8.099,FALSO
3,2010-09-24,769,2624,0,0,0,0,0,214.9084516,7.346,FALSO
4,2010-09-24,6096,2642,0,0,0,0,0,126.1900333,7.372,FALSO
5,2010-09-24,7853,2624,0,0,0,0,0,212.1519404,6.496,FALSO
6,2010-09-24,7649,2624,0,0,0,0,0,213.1152886,6.973,FALSO
7,2010-09-24,4755,2793,0,0,0,0,0,190.5713264,9.017,FALSO
8,2010-09-24,7221,2624,0,0,0,0,0,214.9547795,6.315,FALSO
9,2010-09-24,7715,2624,0,0,0,0,0,215.1378313,6.442,FALSO
10,2010-09-24,8575,2939,0,0,0,0,0,126.1900333,9.199,FALSO
11,2010-09-24,7736,2624,0,0,0,0,0,214.9084516,7.346,FALSO
12,2010-09-24,8177,2939,0,0,0,0,0,126.1900333,14.18,FALSO
13,2010-09-24,6822,2872,0,0,0,0,0,126.1900333,7.951,FALSO
14,2010-09-24,6859,2713,0,0,0,0,0,182.6696737,8.743,FALSO
15,2010-09-24,6253,2837,0,0,0,0,0,132.7619333,8.099,FALSO
16,2010-09-24,5819,2793,0,0,0,0,0,190.5713264,6.868,FALSO
17,2010-09-24,5839,2872,0,0,0,0,0,126.1900333,6.697,FALSO
18,2010-09-24,6482,2718,0,0,0,0,0,132.7619333,9.342,FALSO
19,2010-09-24,6343,2837,0,0,0,0,0,132.7619333,8.099,FALSO
20,2010-09-24,6937,2713,0,0,0,0,0,204.8182126,7.527,FALSO
21,2010-09-24,8079,2624,0,0,0,0,0,211.2552578,8.099,FALSO
22,2010-09-24,6514,2718,0,0,0,0,0,136.6317821,8.433,FALSO
23,2010-09-24,5775,2718,0,0,0,0,0,132.7619333,5.326,FALSO
24,2010-09-24,643,2837,0,0,0,0,0,132.7619333,8.117,FALSO
25,2010-09-24,6506,2713,0,0,0,0,0,204.8182126,7.527,FALSO
26,2010-09-24,5247,2718,0,0,0,0,0,132.7619333,8.445,FALSO
27,2010-09-24,6708,2837,0,0,0,0,0,136.6317821,7.982,FALSO
28,2010-09-24,8177,2939,0,0,0,0,0,126.1900333,14.18,FALSO
29,2010-09-24,6514,2718,0,0,0,0,0,132.7619333,10.409,FALSO
30,2010-09-24,8079,2624,0,0,0,0,0,211.2552578,8.099,FALSO
31,2010-09-24,8079,2624,0,0,0,0,0,211.2552578,8.099,FALSO
32,2010-09-24,6419,2793,0,0,0,0,0,190.5713264,9.017,FALSO
33,2010-09-24,9118,2939,0,0,0,0,0,126.1900333,9.495,FALSO
34,2010-09-24,6978,2642,0,0,0,0,0,126.1900333,9.816,FALSO
35,2010-09-24,6708,2713,0,0,0,0,0,136.6317821,8.861,FALSO
36,2010-09-24,7917,2578,0,0,0,0,0,210.3664469,8.36,FALSO
37,2010-09-24,7917,2624,0,0,0,0,0,210.3664469,8.36,FALSO
38,2010-09-24,8177,2939,0,0,0,0,0,126.1900333,14.18,FALSO
39,2010-09-24,785,2624,0,0,0,0,0,210.3664469,8.36,FALSO
40,2010-09-24,5563,2718,0,0,0,0,0,132.7619333,5.326,FALSO
41,2010-09-24,6011,2793,0,0,0,0,0,190.5713264,7.335,FALSO
42,2010-09-24,8575,2939,0,0,0,0,0,126.1900333,9.199,FALSO
43,2010-09-24,7742,2624,0,0,0,0,0,203.5216786,9.816,FALSO
44,2010-09-24,6822,2872,0,0,0,0,0,126.1900333,7.804,FALSO
45,2010-09-24,6859,2713,0,0,0,0,0,182.6696737,8.743,FALSO
1,2010-10-01,7189,2603,0,0,0,0,0,211.6719895,7.838,FALSO
2,2010-10-01,6924,2603,0,0,0,0,0,211.3298742,8.163,FALSO
3,2010-10-01,736,2603,0,0,0,0,0,214.9846548,7.564,FALSO
4,2010-10-01,6396,2619,0,0,0,0,0,126.2346,7.127,FALSO
5,2010-10-01,711,2603,0,0,0,0,0,212.2269463,6.768,FALSO
6,2010-10-01,7069,2603,0,0,0,0,0,213.1907129,7.007,FALSO
7,2010-10-01,4999,2759,0,0,0,0,0,190.6738241,9.137,FALSO
8,2010-10-01,687,2603,0,0,0,0,0,215.0310029,6.433,FALSO
9,2010-10-01,6908,2603,0,0,0,0,0,215.2141341,6.56,FALSO
10,2010-10-01,8601,3001,0,0,0,0,0,126.2346,9.003,FALSO
11,2010-10-01,7511,2603,0,0,0,0,0,214.9846548,7.564,FALSO
12,2010-10-01,852,3001,0,0,0,0,0,126.2346,14.313,FALSO
13,2010-10-01,6874,2853,0,0,0,0,0,126.2346,7.795,FALSO
14,2010-10-01,7058,2707,0,0,0,0,0,182.7168385,8.724,FALSO
15,2010-10-01,5969,284,0,0,0,0,0,132.7568,8.067,FALSO
16,2010-10-01,5939,2759,0,0,0,0,0,190.6738241,6.986,FALSO
17,2010-10-01,6007,2853,0,0,0,0,0,126.2346,6.885,FALSO
18,2010-10-01,6776,2717,0,0,0,0,0,132.7568,9.331,FALSO
19,2010-10-01,5991,284,0,0,0,0,0,132.7568,8.067,FALSO
20,2010-10-01,6108,2707,0,0,0,0,0,204.8850973,7.484,FALSO
21,2010-10-01,7028,2603,0,0,0,0,0,211.3298742,8.163,FALSO
22,2010-10-01,6931,2717,0,0,0,0,0,136.6297571,8.572,FALSO
23,2010-10-01,6207,2717,0,0,0,0,0,132.7568,5.287,FALSO
24,2010-10-01,6688,284,0,0,0,0,0,132.7568,8.275,FALSO
25,2010-10-01,5756,2707,0,0,0,0,0,204.8850973,7.484,FALSO
26,2010-10-01,578,2717,0,0,0,0,0,132.7568,8.149,FALSO
27,2010-10-01,7019,284,0,0,0,0,0,136.6297571,8.021,FALSO
28,2010-10-01,852,3001,0,0,0,0,0,126.2346,14.313,FALSO
29,2010-10-01,6931,2717,0,0,0,0,0,132.7568,10.524,FALSO
30,2010-10-01,7028,2603,0,0,0,0,0,211.3298742,8.163,FALSO
31,2010-10-01,7028,2603,0,0,0,0,0,211.3298742,8.163,FALSO
32,2010-10-01,6614,2759,0,0,0,0,0,190.6738241,9.137,FALSO
33,2010-10-01,9145,3001,0,0,0,0,0,126.2346,9.265,FALSO
34,2010-10-01,7013,2619,0,0,0,0,0,126.2346,10.21,FALSO
35,2010-10-01,7019,2707,0,0,0,0,0,136.6297571,8.763,FALSO
36,2010-10-01,7466,2567,0,0,0,0,0,210.4404433,8.476,FALSO
37,2010-10-01,7466,2603,0,0,0,0,0,210.4404433,8.476,FALSO
38,2010-10-01,852,3001,0,0,0,0,0,126.2346,14.313,FALSO
39,2010-10-01,7274,2603,0,0,0,0,0,210.4404433,8.476,FALSO
40,2010-10-01,6201,2717,0,0,0,0,0,132.7568,5.287,FALSO
41,2010-10-01,6267,2759,0,0,0,0,0,190.6738241,7.508,FALSO
42,2010-10-01,8601,3001,0,0,0,0,0,126.2346,9.003,FALSO
43,2010-10-01,7793,2603,0,0,0,0,0,203.5934286,10.21,FALSO
44,2010-10-01,6874,2853,0,0,0,0,0,126.2346,7.61,FALSO
45,2010-10-01,7058,2707,0,0,0,0,0,182.7168385,8.724,FALSO
1,2010-10-08,6393,2633,0,0,0,0,0,211.7467544,7.838,FALSO
2,2010-10-08,6319,2633,0,0,0,0,0,211.4044906,8.163,FALSO
3,2010-10-08,6699,2633,0,0,0,0,0,215.060858,7.564,FALSO
4,2010-10-08,6773,2645,0,0,0,0,0,126.2791667,7.127,FALSO
5,2010-10-08,6499,2633,0,0,0,0,0,212.3019522,6.768,FALSO
6,2010-10-08,6521,2633,0,0,0,0,0,213.2661373,7.007,FALSO
7,2010-10-08,4413,2745,0,0,0,0,0,190.7763218,9.137,FALSO
8,2010-10-08,6294,2633,0,0,0,0,0,215.1072262,6.433,FALSO
9,2010-10-08,6535,2633,0,0,0,0,0,215.290437,6.56,FALSO
10,2010-10-08,7704,2924,0,0,0,0,0,126.2791667,9.003,FALSO
11,2010-10-08,6871,2633,0,0,0,0,0,215.060858,7.564,FALSO
12,2010-10-08,7182,3013,0,0,0,0,0,126.2791667,14.313,FALSO
13,2010-10-08,6303,2841,0,0,0,0,0,126.2791667,7.795,FALSO
14,2010-10-08,5649,2764,0,0,0,0,0,182.7640032,8.724,FALSO
15,2010-10-08,5219,2903,0,0,0,0,0,132.7516667,8.067,FALSO
16,2010-10-08,5429,2745,0,0,0,0,0,190.7763218,6.986,FALSO
17,2010-10-08,5806,2841,0,0,0,0,0,126.2791667,6.885,FALSO
18,2010-10-08,5473,2776,0,0,0,0,0,132.7516667,9.331,FALSO
19,2010-10-08,5374,2903,0,0,0,0,0,132.7516667,8.067,FALSO
20,2010-10-08,515,2764,0,0,0,0,0,204.951982,7.484,FALSO
21,2010-10-08,6576,2633,0,0,0,0,0,211.4044906,8.163,FALSO
22,2010-10-08,5632,2776,0,0,0,0,0,136.6277321,8.572,FALSO
23,2010-10-08,5075,2776,0,0,0,0,0,132.7516667,5.287,FALSO
24,2010-10-08,5482,2903,0,0,0,0,0,132.7516667,8.275,FALSO
25,2010-10-08,4846,2764,0,0,0,0,0,204.951982,7.484,FALSO
26,2010-10-08,4681,2776,0,0,0,0,0,132.7516667,8.149,FALSO
27,2010-10-08,5778,2903,0,0,0,0,0,136.6277321,8.021,FALSO
28,2010-10-08,7182,3013,0,0,0,0,0,126.2791667,14.313,FALSO
29,2010-10-08,5632,2776,0,0,0,0,0,132.7516667,10.524,FALSO
30,2010-10-08,6576,2633,0,0,0,0,0,211.4044906,8.163,FALSO
31,2010-10-08,6576,2633,0,0,0,0,0,211.4044906,8.163,FALSO
32,2010-10-08,6181,2745,0,0,0,0,0,190.7763218,9.137,FALSO
33,2010-10-08,7902,2924,0,0,0,0,0,126.2791667,9.265,FALSO
34,2010-10-08,6521,2645,0,0,0,0,0,126.2791667,10.21,FALSO
35,2010-10-08,5778,2764,0,0,0,0,0,136.6277321,8.763,FALSO
36,2010-10-08,6634,2595,0,0,0,0,0,210.5144398,8.476,FALSO
37,2010-10-08,6634,2633,0,0,0,0,0,210.5144398,8.476,FALSO
38,2010-10-08,7182,3013,0,0,0,0,0,126.2791667,14.313,FALSO
39,2010-10-08,648,2633,0,0,0,0,0,210.5144398,8.476,FALSO
40,2010-10-08,5202,2776,0,0,0,0,0,132.7516667,5.287,FALSO
41,2010-10-08,571,2745,0,0,0,0,0,190.7763218,7.508,FALSO
42,2010-10-08,7704,2924,0,0,0,0,0,126.2791667,9.003,FALSO
43,2010-10-08,7281,2633,0,0,0,0,0,203.6651786,10.21,FALSO
44,2010-10-08,6303,2841,0,0,0,0,0,126.2791667,7.61,FALSO
45,2010-10-08,5649,2764,0,0,0,0,0,182.7640032,8.724,FALSO
1,2010-10-15,6718,272,0,0,0,0,0,211.8137436,7.838,FALSO
2,2010-10-15,658,272,0,0,0,0,0,211.4713286,8.163,FALSO
3,2010-10-15,6971,272,0,0,0,0,0,215.1293114,7.564,FALSO
4,2010-10-15,6203,2732,0,0,0,0,0,126.3266774,7.127,FALSO
5,2010-10-15,6811,272,0,0,0,0,0,212.3691867,6.768,FALSO
6,2010-10-15,6893,272,0,0,0,0,0,213.3337977,7.007,FALSO
7,2010-10-15,3586,2762,0,0,0,0,0,190.8623087,9.137,FALSO
8,2010-10-15,6259,272,0,0,0,0,0,215.1757,6.433,FALSO
9,2010-10-15,6736,272,0,0,0,0,0,215.3589917,6.56,FALSO
10,2010-10-15,7548,308,0,0,0,0,0,126.3266774,9.003,FALSO
11,2010-10-15,7146,272,0,0,0,0,0,215.1293114,7.564,FALSO
12,2010-10-15,75,2976,0,0,0,0,0,126.3266774,14.313,FALSO
13,2010-10-15,5412,2845,0,0,0,0,0,126.3266774,7.795,FALSO
14,2010-10-15,5861,2868,0,0,0,0,0,182.8106203,8.724,FALSO
15,2010-10-15,4996,2999,0,0,0,0,0,132.7633548,8.067,FALSO
16,2010-10-15,45,2762,0,0,0,0,0,190.8623087,6.986,FALSO
17,2010-10-15,4735,2845,0,0,0,0,0,126.3266774,6.885,FALSO
18,2010-10-15,5202,2878,0,0,0,0,0,132.7633548,9.331,FALSO
19,2010-10-15,5132,2999,0,0,0,0,0,132.7633548,8.067,FALSO
20,2010-10-15,5917,2868,0,0,0,0,0,205.0137637,7.484,FALSO
21,2010-10-15,6861,272,0,0,0,0,0,211.4713286,8.163,FALSO
22,2010-10-15,5523,2878,0,0,0,0,0,136.6401935,8.572,FALSO
23,2010-10-15,4555,2878,0,0,0,0,0,132.7633548,5.287,FALSO
24,2010-10-15,5283,2999,0,0,0,0,0,132.7633548,8.275,FALSO
25,2010-10-15,5409,2868,0,0,0,0,0,205.0137637,7.484,FALSO
26,2010-10-15,3993,2878,0,0,0,0,0,132.7633548,8.149,FALSO
27,2010-10-15,5838,2999,0,0,0,0,0,136.6401935,8.021,FALSO
28,2010-10-15,75,2976,0,0,0,0,0,126.3266774,14.313,FALSO
29,2010-10-15,5523,2878,0,0,0,0,0,132.7633548,10.524,FALSO
30,2010-10-15,6861,272,0,0,0,0,0,211.4713286,8.163,FALSO
31,2010-10-15,6861,272,0,0,0,0,0,211.4713286,8.163,FALSO
32,2010-10-15,5296,2762,0,0,0,0,0,190.8623087,9.137,FALSO
33,2010-10-15,8049,308,0,0,0,0,0,126.3266774,9.265,FALSO
34,2010-10-15,5957,2732,0,0,0,0,0,126.3266774,10.21,FALSO
35,2010-10-15,5838,2868,0,0,0,0,0,136.6401935,8.763,FALSO
36,2010-10-15,7157,2705,0,0,0,0,0,210.5805944,8.476,FALSO
37,2010-10-15,7157,272,0,0,0,0,0,210.5805944,8.476,FALSO
38,2010-10-15,75,2976,0,0,0,0,0,126.3266774,14.313,FALSO
39,2010-10-15,6996,272,0,0,0,0,0,210.5805944,8.476,FALSO
40,2010-10-15,4456,2878,0,0,0,0,0,132.7633548,5.287,FALSO
41,2010-10-15,4991,2762,0,0,0,0,0,190.8623087,7.508,FALSO
42,2010-10-15,7548,308,0,0,0,0,0,126.3266774,9.003,FALSO
43,2010-10-15,6878,272,0,0,0,0,0,203.7299032,10.21,FALSO
44,2010-10-15,5412,2845,0,0,0,0,0,126.3266774,7.61,FALSO
45,2010-10-15,5861,2868,0,0,0,0,0,182.8106203,8.724,FALSO
1,2010-10-22,6986,2725,0,0,0,0,0,211.8612937,7.838,FALSO
2,2010-10-22,685,2725,0,0,0,0,0,211.5187208,8.163,FALSO
3,2010-10-22,7164,2725,0,0,0,0,0,215.17839,7.564,FALSO
